Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
HTBX,"Heat Biologics, Inc.",0.6496,23248477.24,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/htbx
HEB,"Hemispherx BioPharma, Inc.",0.325,10178893.4,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/heb
HSIC,"Henry Schein, Inc.",84.53,13365204824,n/a,1995,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/hsic
HLF,Herbalife LTD.,74.62,7011473169,n/a,2004,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/hlf
HRTX,"Heron Therapeutics, Inc.  ",15.5,839150361.5,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/hrtx
HSKA,Heska Corporation,96.11,694497587.7,n/a,1997,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/hska
HRC,Hill-Rom Holdings Inc,81.19,5348856306,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/hrc
HSGX,Histogenics Corporation,2.25,50603820.75,n/a,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/hsgx
HOLX,"Hologic, Inc.",37.01,10380323088,n/a,1990,Health Care,Medical Electronics,http://www.nasdaq.com/symbol/holx
HZNP,Horizon Pharma plc,14.09,2301661636,n/a,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/hznp
HUM,Humana Inc.,245.81,35523773424,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/hum
HCM,Hutchison China MediTech Limited,27.77,301117163.6,10843254,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/hcm
IBIO,"iBio, Inc.",0.3738,34695559.04,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ibio
ICAD,icad inc.,4.64,76999305.92,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/icad
ICLR,ICON plc,113.63,6140725873,n/a,1998,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/iclr
ICUI,"ICU Medical, Inc.",191.35,3822714143,n/a,1992,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/icui
IDRA,"Idera Pharmaceuticals, Inc.",2.36,353131007.9,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/idra
IDXX,"IDEXX Laboratories, Inc.",164.71,14375199818,n/a,1991,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/idxx
RXDX,"Ignyta, Inc.",15.8,888811857,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rxdx
KANG,"iKang Healthcare Group, Inc.",13.53,626208881.8,46282992,2014,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/kang
ICCC,ImmuCell Corporation,7.7,38872603,n/a,1987,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/iccc
IMDZ,Immune Design Corp.,5.2,133222606.4,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imdz
IMNP          ,Immune Pharmaceuticals Inc.,0.9302,9837307.775,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imnp
IMUC,"ImmunoCellular Therapeutics, Ltd.",0.3977,6300234.545,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imuc
IMGN,"ImmunoGen, Inc.",5.86,755328040.2,n/a,1989,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imgn
IMMU,"Immunomedics, Inc.",11,1664135539,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/immu
IMRN,Immuron Limited,5.25,2629247.25,500809,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imrn
IMRNW,Immuron Limited,1.4,0,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imrnw
IPXL,"Impax Laboratories, Inc.",21.25,1576114030,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ipxl
IMMY,"Imprimis Pharmaceuticals, Inc.",1.85,37121017.75,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/immy
INCR,"INC Research Holdings, Inc.",55.85,5817954706,n/a,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/incr
INCY,Incyte Corporation,114.19,24054092783,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/incy
INFI,"Infinity Pharmaceuticals, Inc.",2.28,115572087.4,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/infi
INFU,"InfuSystems Holdings, Inc.",1.9995,45500032.15,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/infu
INVA,"Innoviva, Inc.",13.83,1512459090,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/inva
INGN,"Inogen, Inc",96.65,2003207043,n/a,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ingn
ITEK,Inotek Pharmaceuticals Corporation,2.38,64284280.76,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itek
INO,"Inovio Pharmaceuticals, Inc.",6.23,562115294,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ino
INSM,"Insmed, Inc.",27.55,2107604368,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insm
NSPR,"InspireMD, Inc.",0.39,2911696.71,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nspr
PODD,Insulet Corporation,61.58,3575310045,n/a,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/podd
INSY,"Insys Therapeutics, Inc.",7.61,553221483.7,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insy
NTEC,Intec Pharma Ltd.,8,207701648,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ntec
NTLA,"Intellia Therapeutics, Inc.",28.22,1019106631,n/a,2016,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/ntla
IPCI,Intellipharmaceutics International Inc.,1,34704515,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ipci
ICPT,"Intercept Pharmaceuticals, Inc.",66.85,1677929719,n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/icpt
IDXG,"Interpace Diagnostics Group, Inc.",1.37,30364137.48,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/idxg
XENT,"Intersect ENT, Inc.",30.6,893196343.8,n/a,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/xent
ITCI,Intra-Cellular Therapies Inc.,16.08,877217916.2,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itci
XON,Intrexon Corporation,17.88,2154887748,n/a,2013,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/xon
ISRG,"Intuitive Surgical, Inc.",369.58,82676179132,n/a,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/isrg
IVC,Invacare Corporation,14.6,479910234.4,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ivc
NVTA,Invitae Corporation,9.92,496755308.8,n/a,2015,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/nvta
NVIV,InVivo Therapeutics Holdings Corp.,1.5,51309543,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nviv
IVTY,"Invuity, Inc.",9.35,159418126.5,n/a,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ivty
IONS,"Ionis Pharmaceuticals, Inc.",64.39,8007198618,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ions
IOVA,"Iovance Biotherapeutics, Inc.",7.225,516823678,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/iova
IRMD,iRadimed Corporation,10.2,107936838.6,n/a,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/irmd
IRTC,"iRhythm Technologies, Inc.",52.99,1204457772,n/a,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/irtc
IRIX,IRIDEX Corporation,9.52,110124142.2,n/a,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/irix
IRWD,"Ironwood Pharmaceuticals, Inc.",15.02,2246870698,n/a,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/irwd
ISR,"IsoRay, Inc.",0.5,27508709.5,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/isr
JAGX,"Jaguar Health, Inc.",0.188,16722723.14,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jagx
JAZZ,Jazz Pharmaceuticals plc,144.05,8652357920,n/a,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jazz
JNJ,Johnson & Johnson,142.4,3.82202E+11,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jnj
JNCE,"Jounce Therapeutics, Inc.",14.78,475830468.1,n/a,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/jnce
JNP,"Juniper Pharmaceuticals, Inc.",4.55,49340714.15,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jnp
JUNO,"Juno Therapeutics, Inc.",43.71,5302787007,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/juno
KTWO,"K2M Group Holdings, Inc.",19.98,865115478.5,n/a,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ktwo
KDMN,"Kadmon Holdings, Inc.",3.46,179388962.7,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kdmn
KALA,"Kala Pharmaceuticals, Inc.",16.87,408710333.5,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kala
KALV,"KalVista Pharmaceuticals, Inc.",11.26,121423685.1,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kalv
KMDA,Kamada Ltd.,5,201273700,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmda
KPTI,Karyopharm Therapeutics Inc.,10.97,517113305.2,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kpti
KMPH,"KemPharm, Inc.",3.85,56431105.5,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmph
KERX,"Keryx Biopharmaceuticals, Inc.",6.5,771876501.5,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kerx
KIN,"Kindred Biosciences, Inc.",7.95,223806913.4,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kin
KND,"Kindred Healthcare, Inc.",6.5,565623617,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/knd
KTOV,Kitov Pharmaceuticals Holdings Ltd.,2.37,9874550.49,4166477,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ktov
KTOVW,Kitov Pharmaceuticals Holdings Ltd.,0.7,0,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ktovw
KRYS,"Krystal Biotech, Inc.",9.99,96336037.53,n/a,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/krys
KURA,"Kura Oncology, Inc.",14.1,301383396.9,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kura
LJPC,La Jolla Pharmaceutical Company,34.83,770559972.5,n/a,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/ljpc
LH,Laboratory Corporation of America Holdings,151.72,15445096000,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/lh
LAKE,"Lakeland Industries, Inc.",15.55,124904582,n/a,1986,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/lake
LCI,Lannett Co Inc,24.2,902280471.4,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lci
LNTH,"Lantheus Holdings, Inc.",18.25,681651205.8,n/a,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/lnth
LPTX,"LEAP THERAPEUTICS, INC.",5.69,53462784.8,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/lptx
LMAT,"LeMaitre Vascular, Inc.",39.01,742085903.7,n/a,2006,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lmat
LXRX,"Lexicon Pharmaceuticals, Inc.",11.16,1178289049,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lxrx
LHCG,LHC Group,67.66,1236956128,n/a,2005,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/lhcg
LLIT,Lianluo Smart Limited,1.4,24237620.4,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/llit
LPNT,"LifePoint Health, Inc.",58.35,2340774027,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/lpnt
LFVN,Lifevantage Corporation,6.43,91486965.92,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lfvn
LGND,Ligand Pharmaceuticals Incorporated,143.93,3030229391,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lgnd
LPCN,Lipocine Inc.,3.71,76695004.68,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lpcn
LIVN,LivaNova PLC,74.82,3604963398,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/livn
EVAR,"Lombard Medical, Inc.",0.39,10900806.15,n/a,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/evar
LOXO,"Loxo Oncology, Inc.",86.62,2585840441,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/loxo
LMNX,Luminex Corporation,20.46,901695238,n/a,2000,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lmnx
LUNA,Luna Innovations Incorporated,1.61,45444561.96,n/a,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/luna
MBVX,"MabVax Therapeutics Holdings, Inc.",0.7101,13434793.76,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mbvx
MGNX,"MacroGenics, Inc.",17.73,652436784.5,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mgnx
MDGL,"Madrigal Pharmaceuticals, Inc.",45.01,562431682.1,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mdgl
MGLN,"Magellan Health, Inc.",86.95,2059198244,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/mgln
MNK,Mallinckrodt plc,32.42,3150535659,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnk
MNKD,MannKind Corporation,4.11,430346246.8,n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnkd
MRNS,"Marinus Pharmaceuticals, Inc.",5.3,195086772.5,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrns
MASI,Masimo Corporation,86.63,4499574935,n/a,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/masi
MTNB,"Matinas Biopharma Holdings, Inc.",1.23,113899635.9,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mtnb
MZOR,Mazor Robotics Ltd.,53.81,804762342.7,14955628,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mzor
MCK,McKesson Corporation,150.78,31703082864,n/a,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/mck
MNOV,"MediciNova, Inc.",6.14,215321584.7,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnov
MDGS,Medigus Ltd.,2.39,2553786.7,1068530,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mdgs
MD,"Mednax, Inc",44.51,4164763000,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/md
MDVX,Medovex Corp.,1.13,23642576.42,n/a,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mdvx
MDVXW,Medovex Corp.,0.2,0,n/a,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mdvxw
MEDP,"Medpace Holdings, Inc.",33.64,1261057567,n/a,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/medp
MDT,Medtronic plc,78.34,1.06431E+11,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/mdt
MEIP,"MEI Pharma, Inc.",2.68,99026474.36,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/meip
MRK,"Merck & Company, Inc.",63.88,1.74223E+11,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrk
VIVO,Meridian Bioscience Inc.,15.8,666807668.6,n/a,1986,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/vivo
MMSI,"Merit Medical Systems, Inc.",42,2105435556,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mmsi
MACK,"Merrimack Pharmaceuticals, Inc.",12.75,169320000,n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mack
MRSN,"Mersana Therapeutics, Inc.",17.46,396562502.3,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrsn
MRUS,Merus N.V.,17.48,339054665.6,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrus
MESO,Mesoblast Limited,6.54,30012936.36,4589134,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/meso
MGCD,MGC Diagnostics Corporation,8.31,36896740.71,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mgcd
MBOT,Microbot Medical Inc. ,1.19,44036346.27,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/mbot
MICR,"Micron Solutions, Inc.",3.5,9873496.5,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/micr
MTP,Midatech Pharma PLC,1.4439,2583708.884,1789396,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mtp
MLSS,"Milestone Scientific, Inc.",1.245,41072206.38,n/a,2015,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/mlss
MDXG,"MiMedx Group, Inc",13.9,1563333417,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mdxg
NERV,"Minerva Neurosciences, Inc",7.45,287694765.2,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nerv
MGEN,"Miragen Therapeutics, Inc.",9.42,202376510.5,n/a,2014,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/mgen
MRTX,"Mirati Therapeutics, Inc.",15.75,393274082.3,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrtx
MTEM,"Molecular Templates, Inc.",8.93,240046428.1,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mtem
MBRX,"Moleculin Biotech, Inc.",2.18,44170950.72,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mbrx
MOH,Molina Healthcare Inc,64.4,3678399200,n/a,2003,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/moh
MNTA,"Momenta Pharmaceuticals, Inc.",14.05,1071048767,n/a,2004,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/mnta
MTFB,Motif Bio plc,10.78,13056520.4,1211180,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mtfb
MTFBW,Motif Bio plc,4.0757,0,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mtfbw
MSA,MSA Safety Incorporporated,82.59,3153860201,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/msa
MBIO,"Mustang Bio, Inc.",8.9,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mbio
MYL,Mylan N.V.,38.51,20652171220,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/myl
MYND,"MYnd Analytics, Inc.",2.86,12123714.46,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/mynd
MYNDW,"MYnd Analytics, Inc.",0.78,0,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/myndw
MYOK,"MyoKardia, Inc.",36.95,1312268608,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/myok
MYO,Myomo Inc.,3.25,19783448.75,n/a,2017,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/myo
MYOS,MYOS RENS Technology Inc.,1.423,8316541.356,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/myos
MYOV,Myovant Sciences Ltd.,13.91,846344213,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/myov
MYGN,"Myriad Genetics, Inc.",34.86,2412550721,n/a,1995,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/mygn
NBRV,Nabriva Therapeutics plc,6.33,189508654.1,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nbrv
NSTG,"NanoString Technologies, Inc.",10.23,257843088.7,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/nstg
NNVC,"NanoViricides, Inc.",1.01,63940070,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/nnvc
NK,"NantKwest, Inc.",4.59,364632813,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/nk
NTRA,"Natera, Inc.",13.2,702543982.8,n/a,2015,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/ntra
NHC,National HealthCare Corporation,65.47,994818614.1,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/nhc
NRCIA,National Research Corporation,37.7,923010193.3,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/nrcia
NRCIB,National Research Corporation,53.46,1308862730,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/nrcib
NATR,"Nature&#39;s Sunshine Products, Inc.",10,188927810,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/natr
BABY,Natus Medical Incorporated,40.1,1329299602,n/a,2001,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/baby
NAVB,"Navidea Biopharmaceuticals, Inc.",0.4161,67494185.4,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/navb
NKTR,Nektar Therapeutics,24.16,3776873125,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nktr
NEOG,Neogen Corporation,80.16,3064778122,n/a,1989,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/neog
NEO,"NeoGenomics, Inc.",8.84,701790043.8,n/a,n/a,Health Care,Precision Instruments,http://www.nasdaq.com/symbol/neo
NEOS,"Neos Therapeutics, Inc.",7.7,216220889.5,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/neos
NEOT,"Neothetics, Inc.",1.24,17151366.28,n/a,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/neot
NVCN,Neovasc Inc.,1.47,115998711.4,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nvcn
NEPT,Neptune Technologies & Bioresources Inc,0.8697,68386400.86,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nept
CUR,"Neuralstem, Inc.",1.42,21412686.94,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cur
NBIX,"Neurocrine Biosciences, Inc.",59.03,5207725416,n/a,1996,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/nbix
NURO,"NeuroMetrix, Inc.",1.71,3634637.49,n/a,2004,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nuro
NUROW,"NeuroMetrix, Inc.",0.0297,0,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nurow
NTRP,"Neurotrope, Inc.",4.65,36715744.35,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ntrp
NVRO,Nevro Corp.,91.49,2693746017,n/a,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nvro
NLNK,NewLink Genetics Corporation,10.08,314717326.6,n/a,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nlnk
NITE,Nightstar Therapeutics plc,19,101840000,5360000,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/nite
HLTH,Nobilis Health Corp.,1.4,108927019.6,n/a,2015,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/hlth
NBY,"NovaBay Pharmaceuticals, Inc.",4.3,65829452.5,n/a,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nby
NOVN,"Novan, Inc.",5.41,86473932.31,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/novn
NVS,Novartis AG,85.74,2.0088E+11,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nvs
NVAX,"Novavax, Inc.",1.05,308892433.5,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/nvax
NVLN,Novelion Therapeutics Inc. ,6.55,121555371.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nvln
NVO,Novo Nordisk A/S,50.55,1.28903E+11,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nvo
NVCR,NovoCure Limited,18.1,1610946608,n/a,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nvcr
